beginning_est_in_datetime,mw,PRCP,TMIN,TMAX,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,lag_1,lag_2,lag_24,lag_48,lag_168
2024-07-10 10:00:00-04:00,19175.011,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18322.48,17488.266,19128.574,18207.818,15224.852
2024-07-10 11:00:00-04:00,19883.794,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19175.011,18322.48,20349.44,19268.184,15970.796
2024-07-10 12:00:00-04:00,20587.816,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19883.794,19175.011,21229.929,20110.597,16691.096
2024-07-10 13:00:00-04:00,21274.99,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20587.816,19883.794,21931.025,20886.453,17308.525
2024-07-10 14:00:00-04:00,21691.286,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21274.99,20587.816,22311.124,21270.084,17865.901
2024-07-10 15:00:00-04:00,21957.137,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21691.286,21274.99,22370.18,21351.323,18366.134
2024-07-10 16:00:00-04:00,22198.633,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21957.137,21691.286,22406.753,21193.532,18677.127
2024-07-10 17:00:00-04:00,22241.808,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22198.633,21957.137,22474.217,21268.615,18807.565
2024-07-10 18:00:00-04:00,22060.903,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22241.808,22198.633,22308.002,21096.905,18655.074
2024-07-10 19:00:00-04:00,20086.678,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22060.903,22241.808,22058.049,20808.134,18236.415
2024-07-10 20:00:00-04:00,19630.767,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20086.678,22060.903,21529.527,20113.825,17503.828
2024-07-10 21:00:00-04:00,19387.339,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19630.767,20086.678,20757.228,19349.986,16803.642
2024-07-10 22:00:00-04:00,18354.531,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19387.339,19630.767,19503.67,18160.601,15833.225
2024-07-10 23:00:00-04:00,17258.491,0.023333333333333334,73.0,94.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18354.531,19387.339,18338.085,16989.097,14787.507
2024-07-11 00:00:00-04:00,16230.099,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17258.491,18354.531,17353.777,16067.237,13937.177
2024-07-11 01:00:00-04:00,15388.503,0.03,66.66666666666667,91.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16230.099,17258.491,16534.586,15290.56,13229.022
2024-07-11 02:00:00-04:00,14788.071,0.03,66.66666666666667,91.33333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15388.503,16230.099,15938.99,14695.353,12727.037
2024-07-11 03:00:00-04:00,14451.322,0.03,66.66666666666667,91.33333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14788.071,15388.503,15515.444,14398.46,12409.807
2024-07-11 04:00:00-04:00,14296.828,0.03,66.66666666666667,91.33333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14451.322,14788.071,15421.366,14338.351,12290.396
2024-07-11 05:00:00-04:00,14424.213,0.03,66.66666666666667,91.33333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14296.828,14451.322,15583.481,14609.458,12300.062
2024-07-11 06:00:00-04:00,14733.091,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14424.213,14296.828,16025.51,15104.13,12395.959
2024-07-11 07:00:00-04:00,15297.221,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14733.091,14424.213,16721.789,15883.888,12913.34
2024-07-11 08:00:00-04:00,15990.664,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15297.221,14733.091,17488.266,16861.738,13805.068
2024-07-11 09:00:00-04:00,16683.146,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15990.664,15297.221,18322.48,17879.594,15007.21
2024-07-11 10:00:00-04:00,17255.805,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16683.146,15990.664,19175.011,19128.574,16317.965
2024-07-11 11:00:00-04:00,17769.128,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17255.805,16683.146,19883.794,20349.44,17610.523
2024-07-11 12:00:00-04:00,18263.072,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17769.128,17255.805,20587.816,21229.929,18655.312
2024-07-11 13:00:00-04:00,18765.798,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18263.072,17769.128,21274.99,21931.025,19383.538
2024-07-11 14:00:00-04:00,19114.95,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18765.798,18263.072,21691.286,22311.124,19732.274
2024-07-11 15:00:00-04:00,19419.394,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19114.95,18765.798,21957.137,22370.18,19907.181
2024-07-11 16:00:00-04:00,19586.9,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19419.394,19114.95,22198.633,22406.753,19650.763
2024-07-11 17:00:00-04:00,19593.742,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19586.9,19419.394,22241.808,22474.217,19086.753
2024-07-11 18:00:00-04:00,19279.224,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19593.742,19586.9,22060.903,22308.002,18537.072
2024-07-11 19:00:00-04:00,18901.096,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19279.224,19593.742,20086.678,22058.049,17889.357
2024-07-11 20:00:00-04:00,18238.166,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18901.096,19279.224,19630.767,21529.527,17245.976
2024-07-11 21:00:00-04:00,17717.229,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18238.166,18901.096,19387.339,20757.228,16562.296
2024-07-11 22:00:00-04:00,16681.352,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17717.229,18238.166,18354.531,19503.67,16116.062
2024-07-11 23:00:00-04:00,15601.53,0.03,66.66666666666667,91.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16681.352,17717.229,17258.491,18338.085,15479.795
2024-07-12 00:00:00-04:00,14787.405,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15601.53,16681.352,16230.099,17353.777,14680.236
2024-07-12 01:00:00-04:00,14054.207,0.07333333333333333,66.66666666666667,85.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14787.405,15601.53,15388.503,16534.586,14030.156
2024-07-12 02:00:00-04:00,13641.068,0.07333333333333333,66.66666666666667,85.33333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14054.207,14787.405,14788.071,15938.99,13552.249
2024-07-12 03:00:00-04:00,13418.178,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13641.068,14054.207,14451.322,15515.444,13279.95
2024-07-12 04:00:00-04:00,13436.394,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13418.178,13641.068,14296.828,15421.366,13187.476
2024-07-12 05:00:00-04:00,13740.733,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13436.394,13418.178,14424.213,15583.481,13336.579
2024-07-12 06:00:00-04:00,14200.767,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13740.733,13436.394,14733.091,16025.51,13620.228
2024-07-12 07:00:00-04:00,14691.762,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14200.767,13740.733,15297.221,16721.789,14185.137
2024-07-12 08:00:00-04:00,15166.725,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14691.762,14200.767,15990.664,17488.266,15082.831
2024-07-12 09:00:00-04:00,15740.376,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15166.725,14691.762,16683.146,18322.48,16233.442
2024-07-12 10:00:00-04:00,16170.515,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15740.376,15166.725,17255.805,19175.011,17465.0
2024-07-12 11:00:00-04:00,16380.046,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16170.515,15740.376,17769.128,19883.794,18801.637
2024-07-12 12:00:00-04:00,16560.832,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16380.046,16170.515,18263.072,20587.816,19898.464
2024-07-12 13:00:00-04:00,16611.152,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16560.832,16380.046,18765.798,21274.99,20835.005
2024-07-12 14:00:00-04:00,16752.393,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16611.152,16560.832,19114.95,21691.286,21561.335
2024-07-12 15:00:00-04:00,16868.362,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16752.393,16611.152,19419.394,21957.137,21922.202
2024-07-12 16:00:00-04:00,17068.245,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16868.362,16752.393,19586.9,22198.633,22160.533
2024-07-12 17:00:00-04:00,16948.758,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17068.245,16868.362,19593.742,22241.808,22392.509
2024-07-12 18:00:00-04:00,16526.158,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16948.758,17068.245,19279.224,22060.903,22218.757
2024-07-12 19:00:00-04:00,16171.287,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16526.158,16948.758,18901.096,20086.678,21641.363
2024-07-12 20:00:00-04:00,15932.371,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16171.287,16526.158,18238.166,19630.767,20790.758
2024-07-12 21:00:00-04:00,15579.397,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15932.371,16171.287,17717.229,19387.339,20009.495
2024-07-12 22:00:00-04:00,14969.836,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15579.397,15932.371,16681.352,18354.531,19109.487
2024-07-12 23:00:00-04:00,14271.904,0.07333333333333333,66.66666666666667,85.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14969.836,15579.397,15601.53,17258.491,18051.478
2024-07-13 00:00:00-04:00,13682.463,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14271.904,14969.836,14787.405,16230.099,17033.483
2024-07-13 01:00:00-04:00,13114.555,0.20333333333333334,67.66666666666667,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13682.463,14271.904,14054.207,15388.503,16152.588
2024-07-13 02:00:00-04:00,12743.861,0.20333333333333334,67.66666666666667,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13114.555,13682.463,13641.068,14788.071,15569.165
2024-07-13 03:00:00-04:00,12565.295,0.20333333333333334,67.66666666666667,80.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12743.861,13114.555,13418.178,14451.322,15046.62
2024-07-13 04:00:00-04:00,12519.432,0.20333333333333334,67.66666666666667,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12565.295,12743.861,13436.394,14296.828,14720.662
2024-07-13 05:00:00-04:00,12630.668,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12519.432,12565.295,13740.733,14424.213,14516.696
2024-07-13 06:00:00-04:00,12831.126,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12630.668,12519.432,14200.767,14733.091,14480.524
2024-07-13 07:00:00-04:00,13278.617,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12831.126,12630.668,14691.762,15297.221,14946.653
2024-07-13 08:00:00-04:00,14010.435,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13278.617,12831.126,15166.725,15990.664,15927.025
2024-07-13 09:00:00-04:00,14779.649,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14010.435,13278.617,15740.376,16683.146,17115.955
2024-07-13 10:00:00-04:00,15638.666,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14779.649,14010.435,16170.515,17255.805,18285.384
2024-07-13 11:00:00-04:00,16475.007,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15638.666,14779.649,16380.046,17769.128,19258.587
2024-07-13 12:00:00-04:00,17136.512,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16475.007,15638.666,16560.832,18263.072,20014.495
2024-07-13 13:00:00-04:00,17664.983,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17136.512,16475.007,16611.152,18765.798,20553.485
2024-07-13 14:00:00-04:00,18243.007,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17664.983,17136.512,16752.393,19114.95,20917.515
2024-07-13 15:00:00-04:00,18799.969,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18243.007,17664.983,16868.362,19419.394,21241.934
2024-07-13 16:00:00-04:00,19344.796,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18799.969,18243.007,17068.245,19586.9,21613.179
2024-07-13 17:00:00-04:00,19728.5,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19344.796,18799.969,16948.758,19593.742,21582.641
2024-07-13 18:00:00-04:00,19878.509,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19728.5,19344.796,16526.158,19279.224,21577.847
2024-07-13 19:00:00-04:00,19513.351,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19878.509,19728.5,16171.287,18901.096,21287.987
2024-07-13 20:00:00-04:00,18856.906,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19513.351,19878.509,15932.371,18238.166,20566.169
2024-07-13 21:00:00-04:00,18232.458,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18856.906,19513.351,15579.397,17717.229,19877.413
2024-07-13 22:00:00-04:00,17235.676,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18232.458,18856.906,14969.836,16681.352,18874.121
2024-07-13 23:00:00-04:00,16251.614,0.20333333333333334,67.66666666666667,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17235.676,18232.458,14271.904,15601.53,17768.811
2024-07-14 00:00:00-04:00,15363.291,0.06666666666666667,71.0,91.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16251.614,17235.676,13682.463,14787.405,16774.75
2024-07-14 01:00:00-04:00,14637.752,0.06666666666666667,71.0,91.66666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15363.291,16251.614,13114.555,14054.207,15872.778
2024-07-14 02:00:00-04:00,14046.949,0.06666666666666667,71.0,91.66666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14637.752,15363.291,12743.861,13641.068,15187.829
2024-07-14 03:00:00-04:00,13604.886,0.06666666666666667,71.0,91.66666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14046.949,14637.752,12565.295,13418.178,14649.057
2024-07-14 04:00:00-04:00,13355.77,0.06666666666666667,71.0,91.66666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13604.886,14046.949,12519.432,13436.394,14234.791
2024-07-14 05:00:00-04:00,13212.039,0.06666666666666667,71.0,91.66666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13355.77,13604.886,12630.668,13740.733,13988.523
