datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2026 7:00:00 AM,1/1/2026 2:00:00 AM,RFC,MIDATL,PL,UGI,122.242,True
1/1/2026 7:00:00 AM,1/1/2026 2:00:00 AM,RFC,MIDATL,AE,VMEU,71.249,True
1/1/2026 7:00:00 AM,1/1/2026 2:00:00 AM,RTO,RTO,RTO,RTO,93062.037,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,AE,AECO,946.316,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,AEP,AEPAPT,4610.313,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,AEP,AEPIMP,3100.177,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,AEP,AEPKPT,667.565,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,AEP,AEPOPT,8017.552,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,AP,AP,6002.721,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,BC,BC,3392.720,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,CE,CE,10220.565,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,DAY,DAY,1883.747,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,DEOK,DEOK,2709.680,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,SERC,SOUTH,DOM,DOM,15717.543,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,DPL,DPLCO,2169.363,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,DUQ,DUQ,1432.007,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,DPL,EASTON,30.636,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,SERC,WEST,EKPC,EKPC,1903.298,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,JC,JC,2262.654,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,ME,ME,1595.597,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,ATSI,OE,6711.975,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,OVEC,OVEC,46.000,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,WEST,ATSI,PAPWR,541.452,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PE,PE,4192.517,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2624.780,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PL,PLCO,4458.259,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PN,PN,1843.865,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PS,PS,4456.207,True
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,RECO,RECO,136.307,False
1/1/2026 8:00:00 AM,1/1/2026 3:00:00 AM,RFC,MIDATL,PEP,SMECO,459.625,True
